,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s374,12.3333333333,0.6428571429000001,3,-3.5389469694,-0.0102857143,6,-6.2857142857,15.25,0.25,3,116.2547132852,0.002,4,4.0,0.9772727273,-0.7069838609,0.2,3.097210189,0.9879518072000001,340.5,0.8,0.012048192800000001,0.6666666667000001,645.0,739.0,0.0,74.0,60,119.71850694,132.9682184826,,,,,,,,,,,0.5,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s374', 'Incorrect number of trials in small condition for worker_id:s374', 'Incorrect number of trials in medium condition for worker_id:s374', 'Incorrect number of trials in large condition for worker_id:s374']",3,286.0,0.0,49.633306855,698.51,0.0,0.7920922536,-0.2597971282,0.7511318587
s376,13.6666666667,0.25,0,-15.1329548966,0.003,6,0.0,14.3333333333,-0.1875,1,-10.7354723526,0.09133187200000001,6,-2.375,0.9772727273,-0.6722408291,0.11764705880000001,3.7181445237,1.0,359.0,0.8823529412000001,0.0,0.5666666667,871.0,968.0,0.0,50.4444444444,51,182.56009486,198.7833337209,,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s376', 'Incorrect number of trials in small condition for worker_id:s376', 'Incorrect number of trials in medium condition for worker_id:s376', 'Incorrect number of trials in large condition for worker_id:s376']",3,313.5,0.0,51.7330383278,666.17,0.0,-0.3611800967,-0.8053974317,-0.8861291919000001
s380,12.0,-0.075,0,-20.2992881214,-0.003,6,3.0,10.0,0.32,0,-14.8015437301,0.0028,6,-4.3,1.0,0.0,0.0,5.0626261818,1.0,317.0,1.0,0.0,0.3370786517,811.5,729.0,0.011111111100000001,64.7142857143,30,218.0133629776,248.1605278333,,,,,,,,,,,0.375,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s380', 'Incorrect number of trials in small condition for worker_id:s380', 'Incorrect number of trials in medium condition for worker_id:s380', 'Incorrect number of trials in large condition for worker_id:s380']",3,262.0,0.0,48.2892025605,617.17,0.0,0.647362844,-0.49689016090000004,0.235235894
s383,11.6666666667,-0.125,1,-8.6360971828,-0.0125,6,-3.75,10.8333333333,-0.0833333333,0,-9.4991434001,-0.005,6,-2.5,0.9772727273,-0.9826821345000001,0.2857142857,3.0972619128,1.0,398.0,0.7142857143,0.0,0.3111111111,735.5,766.5,0.0,,28,369.8037857393,230.9425723163,,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s383', 'Incorrect number of trials in small condition for worker_id:s383', 'Incorrect number of trials in medium condition for worker_id:s383', 'Incorrect number of trials in large condition for worker_id:s383']",3,321.0,0.0,96.0797921419,768.16,0.0,0.43573729110000003,0.392232693,0.9535535111000001
s384,11.6666666667,0.2666666667,0,-6.0808405506,-0.012,6,-3.0,6.4285714286,0.2357142857,0,-15.0921147416,-0.0197142857,7,-3.0714285714,1.0,0.0,0.0,5.0626261818,1.0,340.0,1.0,0.0,0.5222222222,748.0,720.0,0.0,40.2727272727,47,141.5034607959,196.8764783558,,,,,,,,,,,0.5,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s384', 'Incorrect number of trials in small condition for worker_id:s384', 'Incorrect number of trials in medium condition for worker_id:s384', 'Incorrect number of trials in large condition for worker_id:s384']",2,393.5,0.0,605.6420220646,666.3875,0.2,0.0887959093,0.4934234186,0.37094241920000004
s388,20.6666666667,-0.05,0,-8.675832863,0.003,6,-1.3333333333000001,17.1666666667,-0.15,0,-12.7949802661,-0.006,6,-2.75,1.0,0.0,0.0,5.0626261818,1.0,358.0,1.0,0.0,0.3595505618,1007.0,859.0,0.011111111100000001,206.0,32,582.5485962008,575.2197705757,,,,,,,,,,,0.8333333333,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s388', 'Incorrect number of trials in small condition for worker_id:s388', 'Incorrect number of trials in medium condition for worker_id:s388', 'Incorrect number of trials in large condition for worker_id:s388']",2,418.5,0.0,112.5809586997,551.52,0.0,-0.09493935270000001,-0.1965696137,-0.6529935271
s391,4.8333333333,0.125,0,-11.971669729,-0.006,6,-1.5,7.3333333333,0.24285714290000002,0,-7.6978300528,-0.0045714286,6,-2.5714285714000003,0.9886363636000001,-0.6248807627,0.1,3.8128646564,1.0,328.0,0.9,0.0,0.4333333333,830.0,838.0,0.0,68.0,39,198.0474424821,185.9057277435,,,,,,,,,,,0.5,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s391', 'Incorrect number of trials in small condition for worker_id:s391', 'Incorrect number of trials in medium condition for worker_id:s391', 'Incorrect number of trials in large condition for worker_id:s391']",0,251.5,0.0,55.7880884312,682.29,0.0,0.1583866881,0.4154408758,0.3513483254
s396,18.5,0.1,1,-9.4991434001,-0.0086666667,6,-8.75,11.3333333333,0.025,1,-5.8872249872,-0.011,6,-8.5,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,372.0,0.8888888889000001,0.0,0.5280898876,893.0,870.5,0.011111111100000001,94.1538461538,47,186.963518037,274.0845357779,,,,,,,,,,,0.6666666667000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s396', 'Incorrect number of trials in small condition for worker_id:s396', 'Incorrect number of trials in medium condition for worker_id:s396', 'Incorrect number of trials in large condition for worker_id:s396']",3,303.5,0.0,23.6850481913,775.25,0.0,0.2387529234,-0.6459740405000001,-0.3602283123
s397,14.3333333333,-0.025,0,-13.3750944451,0.009000000000000001,6,0.0,7.7142857143,0.0857142857,0,-11.9818775397,-0.0005714286,7,-0.4285714286,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,294.0,0.875,0.0,0.38372093020000003,735.0,706.0,0.044444444400000005,-10.1818181818,33,282.1570961254,194.1449920524,,,,,,,,,,,0.6666666667000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s397', 'Incorrect number of trials in small condition for worker_id:s397', 'Incorrect number of trials in medium condition for worker_id:s397', 'Incorrect number of trials in large condition for worker_id:s397']",0,270.0,0.0,67.709849766,488.77,0.0,0.6074711722,-0.41403386540000003,0.8283205331
s402,10.0,3.330669074e-16,0,184.4934331047,1.7347234760000003e-18,6,-8.881784197e-16,12.8,-0.05,3,133.1686185884,-0.008,5,-2.0,0.9772727273,-0.5893135059,0.1428571429,3.3137680595,0.9876543210000001,396.0,0.8571428571,0.012345679,0.3033707865,511.0,515.0,0.011111111100000001,-41.0,27,143.3853314546,363.2131275772,,,,,,,,,,,0.4,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s402', 'Incorrect number of trials in small condition for worker_id:s402', 'Incorrect number of trials in medium condition for worker_id:s402', 'Incorrect number of trials in large condition for worker_id:s402']",2,343.5,0.0,63.1139771442,566.22,0.0,-0.68820942,0.0008126151000000001,-0.6854712813
s403,7.1666666667,0.2357142857,0,-9.7772715945,-0.0077142857,6,-0.9285714286000001,16.3333333333,0.28,0,-13.7291760634,-0.0172,6,-2.6666666667000003,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,310.5,0.875,0.0,0.3888888889,777.0,709.0,0.0,-100.5833333333,35,275.9585798904,231.8579938086,,,,,,,,,,,0.625,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s403', 'Incorrect number of trials in small condition for worker_id:s403', 'Incorrect number of trials in medium condition for worker_id:s403', 'Incorrect number of trials in large condition for worker_id:s403']",3,250.5,0.0,70.6048296012,845.18,0.0,-0.0044986653,-0.6310291512,-0.1679075817
s408,7.5,1.526556659e-16,1,187.6350460706,1.3877787810000002e-17,6,-2.5,6.5714285714,-0.015,1,0.5524932250000001,0.0011,7,-2.25,0.9659090909,-1.1063368635,0.375,2.8499524549,1.0,336.0,0.625,0.0,0.3820224719,1002.0,1057.0,0.011111111100000001,-39.7692307692,34,370.1163713513,362.8010604003,,,,,,,,,,,0.5,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s408', 'Incorrect number of trials in small condition for worker_id:s408', 'Incorrect number of trials in medium condition for worker_id:s408', 'Incorrect number of trials in large condition for worker_id:s408']",0,329.0,0.0,74.6763905136,731.95,0.0,0.5744301542,-0.2193821864,0.6620238751
s409,4.6666666667,0.3995560488,1,-9.3766774166,-0.008,6,-2.0,3.3333333333,2.6020852140000003e-17,0,-1.9219574672,-0.0026666667,6,-0.6666666667000001,1.0,0.0,0.0,5.0626261818,1.0,356.0,1.0,0.0,0.4,1014.5,976.5,0.0,26.0,36,200.1239536522,238.7188171359,,,,,,,,,,,0.7000000000000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s409', 'Incorrect number of trials in small condition for worker_id:s409', 'Incorrect number of trials in medium condition for worker_id:s409', 'Incorrect number of trials in large condition for worker_id:s409']",3,304.0,0.0,33.2604383128,730.43,0.0,0.4569866287,-1.2517082037,-0.006301204800000001
s420,11.5,0.17500000000000002,0,-16.150225014,0.042999312000000005,6,-2.0,14.5,-0.025,0,-7.9666665288,-0.004,6,-2.5,1.0,0.0,0.0,5.0626261818,1.0,399.0,1.0,0.0,0.4545454545,726.0,669.5,0.022222222200000002,232.6666666667,40,256.3810465414,256.329339041,,,,,,,,,,,0.30000000000000004,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s420', 'Incorrect number of trials in small condition for worker_id:s420', 'Incorrect number of trials in medium condition for worker_id:s420', 'Incorrect number of trials in large condition for worker_id:s420']",0,367.0,0.0,64.9875795114,682.7,0.0,0.3953749689,-0.1737564843,0.4317056628
s421,12.6666666667,-0.04,1,-7.6727253038,-0.0004,6,-3.9,9.625,0.0636363636,1,-14.2139884113,0.0070909091,8,-2.5,1.0,0.0,0.0,5.0626261818,1.0,325.5,1.0,0.0,0.5444444444000001,664.0,736.0,0.0,-85.2727272727,49,169.6719874739,169.9250552162,,,,,,,,,,,0.5,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s421', 'Incorrect number of trials in small condition for worker_id:s421', 'Incorrect number of trials in medium condition for worker_id:s421', 'Incorrect number of trials in large condition for worker_id:s421']",3,286.5,0.0,37.3713440245,730.26,0.0,-0.6710459892,0.5046645528,-0.29731282540000004
s425,8.3333333333,0.2,3,185.6743452936,-0.012,6,-2.0,7.0,0.05,0,-6.8312913769,-0.005,5,-2.0,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,353.5,0.875,0.0,0.3111111111,1141.0,1300.0,0.0,108.4,28,377.3701448054,381.1890148535,,,,,,,,,,,0.75,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s425', 'Incorrect number of trials in small condition for worker_id:s425', 'Incorrect number of trials in medium condition for worker_id:s425', 'Incorrect number of trials in large condition for worker_id:s425']",3,316.5,0.0,59.477675504,556.04,0.0,0.9058406224000001,0.0220599401,1.284785649
s427,17.8333333333,6.661338148e-16,0,-11.1607987398,-0.005,6,-1.75,13.0,-0.125,1,-11.8916649878,0.003,6,6.75,0.9659090909,-1.0502928958,0.33333333330000003,2.9620403902,1.0,340.0,0.6666666667000001,0.0,0.4555555556,834.0,941.0,0.0,176.0,41,273.4950193509,336.4397758725,,,,,,,,,,,0.625,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s427', 'Incorrect number of trials in small condition for worker_id:s427', 'Incorrect number of trials in medium condition for worker_id:s427', 'Incorrect number of trials in large condition for worker_id:s427']",3,264.0,0.0,40.4038644406,668.15,0.0,-0.061728256200000005,-0.5940648660000001,0.0466626427
s430,10.3333333333,0.4,0,-9.8391294561,-0.0093333333,6,-0.5,15.2,5.551115123e-16,0,-10.2970272797,0.004,5,-1.5,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,377.5,0.875,0.0,0.3555555556,930.5,779.5,0.0,-117.0,32,345.7449589118,339.74297249,,,,,,,,,,,1.0,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s430', 'Incorrect number of trials in small condition for worker_id:s430', 'Incorrect number of trials in medium condition for worker_id:s430', 'Incorrect number of trials in large condition for worker_id:s430']",0,342.5,0.0,191.2313844267,771.73,0.0,-0.5754548677,-0.4520561436,-0.8167405768
s441,10.0,-1.110223025e-16,0,162.6147358251,-7.112366252e-16,6,0.0,10.8571428571,0.0857142857,1,-8.4412743488,0.0022857143,7,-3.1428571429,0.9772727273,-0.8448459287000001,0.2,3.3729343245,1.0,357.5,0.8,0.0,0.3595505618,1025.0,800.0,0.011111111100000001,130.6,32,374.2764834834,364.5484306244,,,,,,,,,,,0.8333333333,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s441', 'Incorrect number of trials in small condition for worker_id:s441', 'Incorrect number of trials in medium condition for worker_id:s441', 'Incorrect number of trials in large condition for worker_id:s441']",0,303.5,0.0,33.829292819,598.2604166667,0.04,-0.0855532355,-0.3113698704,0.034161211500000004
s449,4.8333333333,0.1,0,-5.2177943332,-0.006,6,-2.5,5.1428571429,0.125,3,-0.6958690788,-0.005,7,-2.5,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,335.5,0.875,0.0,0.48888888890000004,876.5,903.5,0.0,-45.5833333333,44,299.2295065142,271.0737898007,,,,,,,,,,,0.6666666667000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s449', 'Incorrect number of trials in small condition for worker_id:s449', 'Incorrect number of trials in medium condition for worker_id:s449', 'Incorrect number of trials in large condition for worker_id:s449']",2,336.0,0.0,70.7307920938,659.11,0.0,0.27417347870000003,0.2494351685,0.8341879498
s451,13.3333333333,0.1071428571,0,-13.195574444,-0.0028571429,6,-2.8571428571,18.2,0.058333333300000005,2,-9.1034307603,0.06766450140000001,5,0.000270658,0.9886363636000001,-0.7819457624,0.1666666667,3.498734657,1.0,375.5,0.8333333333,0.0,0.33333333330000003,985.5,914.5,0.0,111.5714285714,30,256.4423172352,236.8315875205,,,,,,,,,,,0.4,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s451', 'Incorrect number of trials in small condition for worker_id:s451', 'Incorrect number of trials in medium condition for worker_id:s451', 'Incorrect number of trials in large condition for worker_id:s451']",3,323.5,0.0,39.5792325245,788.56,0.0,-0.3192773041,0.4748291166,-0.057126777600000005
s453,10.0,1.110223025e-16,0,166.2235225054,-4.076600169e-16,6,0.0,20.4285714286,-0.2083333333,0,-9.5822776275,0.0046666667000000005,7,-1.6666666667,0.9886363636000001,0.15747515580000002,0.0,4.7476758701,0.9866666667,426.5,1.0,0.0133333333,0.28735632180000004,605.0,483.5,0.033333333300000004,230.4,25,571.7086437455,480.4550925747,,,,,,,,,,,0.2,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s453', 'Incorrect number of trials in small condition for worker_id:s453', 'Incorrect number of trials in medium condition for worker_id:s453', 'Incorrect number of trials in large condition for worker_id:s453']",0,383.5,0.0,102.121594469,527.94,0.0,-0.3250995485,-0.0811687635,-0.2991103979
s456,19.6666666667,2.4092409241,1,-13.5974183616,0.0,6,-2.3333333333,6.6,1.665334537e-16,1,148.5246555126,-5.984795992000001e-17,5,-2.0,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,320.5,0.875,0.0,0.33333333330000003,627.5,553.0,0.0666666667,213.1666666667,28,301.7658172584,425.071205265,,,,,,,,,,,0.30000000000000004,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s456', 'Incorrect number of trials in small condition for worker_id:s456', 'Incorrect number of trials in medium condition for worker_id:s456', 'Incorrect number of trials in large condition for worker_id:s456']",1,313.5,0.0,101.5498672251,,,,,
s467,14.0,-0.1333333333,0,-9.8391294561,-0.006,6,-4.5,6.8,0.30000000000000004,0,-1.3382299335,-0.011,5,-0.5,0.9886363636000001,-0.9284116704,0.25,3.2058028411,1.0,372.5,0.75,0.0,0.5,821.0,974.0,0.0,74.7272727273,45,265.5720716727,298.7521742451,,,,,,,,,,,0.8333333333,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s467', 'Incorrect number of trials in small condition for worker_id:s467', 'Incorrect number of trials in medium condition for worker_id:s467', 'Incorrect number of trials in large condition for worker_id:s467']",0,284.5,0.0,27.9543419652,841.62,0.0,-0.2511230095,0.5235170934,-0.1373630806
s469,15.8333333333,0.1666666667,0,-11.578584941799999,-0.0033333333,6,-4.1666666667,14.8571428571,-0.28750000000000003,2,-10.713572162,-0.0105,7,-1.75,1.0,0.0,0.0,5.0626261818,1.0,330.5,1.0,0.0,0.6777777778,801.0,783.0,0.0,-20.461538461499998,61,170.3169866933,236.5291096344,,,,,,,,,,,0.625,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s469', 'Incorrect number of trials in small condition for worker_id:s469', 'Incorrect number of trials in medium condition for worker_id:s469', 'Incorrect number of trials in large condition for worker_id:s469']",3,297.5,0.0,44.4982458458,621.99,0.0,-0.3777718178,-0.22054149920000002,-0.5423315669000001
s471,14.8333333333,0.1571428571,0,-6.5737497045,-0.0068571429,6,-1.9285714286000002,15.1428571429,-0.1,0,-11.4068168602,-0.0026666667,7,-4.6666666667,1.0,0.0,0.0,5.0626261818,1.0,381.0,1.0,0.0,0.36904761900000005,499.0,497.0,0.0666666667,-127.125,31,446.4718633141,242.1402573076,,,,,,,,,,,0.5,0.932596148,0.9368117971000001,0.9591600679000001,0.932596148,0.8571428571,1.0,1.0,0.6666666667000001,0.034107706200000004,0.0399243052,0.0149233694,0.056120869000000004,0.8571428571,1,1.0,0.6666666667000001,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s471', 'Incorrect number of trials in small condition for worker_id:s471', 'Incorrect number of trials in medium condition for worker_id:s471', 'Incorrect number of trials in large condition for worker_id:s471']",0,376.5,0.0,53.1015091148,695.3367346939,0.02,-0.7999202645,0.8239213070000001,-0.6499734739
s473,9.0,0.0428571429,0,-3.5389469694,-0.0005714286,6,-1.4285714286,10.0,0.025,0,-8.7537593222,0.003,6,-1.25,1.0,0.0,0.0,5.0626261818,1.0,324.0,1.0,0.0,0.5555555556,829.0,787.0,0.0,25.461538461499998,50,170.5543482714,237.4153438867,,,,,,,,,,,0.30000000000000004,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s473', 'Incorrect number of trials in small condition for worker_id:s473', 'Incorrect number of trials in medium condition for worker_id:s473', 'Incorrect number of trials in large condition for worker_id:s473']",3,313.0,0.0,45.8392655327,699.44,0.0,1.0069339865,-0.33306537340000003,0.9401532268
s477,16.6666666667,-0.0833333333,0,-11.578584941799999,0.006666666700000001,6,-1.6666666667,19.1666666667,-0.05,0,-12.4114801516,-0.004,6,-2.5,1.0,0.0,0.0,5.0626261818,1.0,450.0,1.0,0.0,0.4,794.5,827.0,0.0,58.2,36,189.4006147222,213.1450033494,,,,,,,,,,,0.0,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s477', 'Incorrect number of trials in small condition for worker_id:s477', 'Incorrect number of trials in medium condition for worker_id:s477', 'Incorrect number of trials in large condition for worker_id:s477']",0,300.0,0.0,31.6413489668,602.06,0.0,-0.0508901135,0.003754149,-0.2598543223
s481,12.0,-0.17,1,-7.3956053434,-0.0092,6,-3.6666666667000003,11.0,0.1,0,-9.3854194957,-0.013000000000000001,5,-5.75,1.0,0.0,0.0,5.0626261818,1.0,339.0,1.0,0.0,0.5111111111000001,1061.0,1477.0,0.0,-79.0,46,347.4620814818,475.3439096617,,,,,,,,,,,0.5,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s481', 'Incorrect number of trials in small condition for worker_id:s481', 'Incorrect number of trials in medium condition for worker_id:s481', 'Incorrect number of trials in large condition for worker_id:s481']",2,296.0,0.0,76.9274842812,668.05,0.0,0.5823178753,0.48333042600000004,0.9142210914000001
