,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s168,7.8333333333,0.075,0,-5.2177943332,-0.001,6,-1.75,20.2,0.45,0,-11.0677806788,0.0,5,-4.25,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,298.5,0.875,0.0,0.3888888889,895.0,1016.0,0.0,75.8,35,420.3366537919,364.6526487066,,,,,,,,,,,0.625,0.9923220343,0.9368117971000001,0.9591600679000001,0.9984583584000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0399243052,0.0149233694,0.0006903211000000001,0.8571428571,1,1.0,1.0,0.5714285714,0.5,0.0,1.0,"['Incorrect number of total trials for worker_id:s168', 'Incorrect number of trials in small condition for worker_id:s168', 'Incorrect number of trials in medium condition for worker_id:s168', 'Incorrect number of trials in large condition for worker_id:s168']",3,296.0,0.0,54.5289149026,351.22,0.0,-0.4214120045,-0.2099936001,-0.5145410413
s170,5.8333333333,-0.033333333300000004,2,-6.5963913214000005,-0.007666666700000001,6,3.225,10.8333333333,0.25,0,-14.8744218078,-4.857225733e-16,6,0.0,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,291.0,0.8888888889000001,0.0,0.2823529412,490.5,585.0,0.0555555556,-40.1666666667,24,204.2209969119,313.2604408877,,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s170', 'Incorrect number of trials in small condition for worker_id:s170', 'Incorrect number of trials in medium condition for worker_id:s170', 'Incorrect number of trials in large condition for worker_id:s170']",0,255.0,0.0,36.0728774751,517.67,0.0,-0.1895088003,0.4722973809,-0.0191101482
s173,14.5,-0.1285714286,0,-12.8120743295,-0.0054285714,6,-4.9285714286,10.4285714286,0.17500000000000002,1,-9.9325697324,-0.002,7,-7.0,0.9772727273,-0.7102707371,0.1333333333,3.6420847075,1.0,313.0,0.8666666667,0.0,0.6629213483,693.0,736.0,0.011111111100000001,110.6666666667,59,162.9788453534,227.0619541766,,,,,,,,,,,0.8,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s173', 'Incorrect number of trials in small condition for worker_id:s173', 'Incorrect number of trials in medium condition for worker_id:s173', 'Incorrect number of trials in large condition for worker_id:s173']",3,281.0,0.0,32.9807478649,665.91,0.0,1.0473312608,-0.769753066,0.9611655864
s179,14.5,0.9618985640000001,1,-18.8675594685,0.009975942600000001,6,-4.875,12.3333333333,-4.440892099e-16,0,-14.9141574881,-0.0093333333,6,-3.8333333333,0.9772727273,-0.8114276112000001,0.1818181818,3.4397709594,1.0,356.0,0.8181818182,0.0,0.4606741573,813.0,800.0,0.011111111100000001,-159.0,41,202.3784790448,194.3733235772,,,,,,,,,,,0.75,0.932596148,0.9368117971000001,0.9591600679000001,0.932596148,0.8571428571,1.0,1.0,0.6666666667000001,0.034107706200000004,0.0399243052,0.0149233694,0.056120869000000004,0.8571428571,1,1.0,0.6666666667000001,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s179', 'Incorrect number of trials in small condition for worker_id:s179', 'Incorrect number of trials in medium condition for worker_id:s179', 'Incorrect number of trials in large condition for worker_id:s179']",3,312.5,0.0,31.1196013387,730.6,0.0,-0.8426013091000001,0.2504176272,-0.8280432830000001
s180,9.8333333333,2.0255775578,2,-1.5213632893,-0.0005,6,-5.1666666667,10.6666666667,0.1,0,-13.9980125394,-0.004,6,-3.3333333333,0.9431818182,-0.9013715454000001,0.5,1.8027430907,0.9642857143,341.0,0.5,0.0357142857,0.5056179775,1021.0,861.0,0.011111111100000001,51.5454545455,45,303.375002133,376.0712029428,,,,,,,,,,,0.75,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s180', 'Incorrect number of trials in small condition for worker_id:s180', 'Incorrect number of trials in medium condition for worker_id:s180', 'Incorrect number of trials in large condition for worker_id:s180']",2,334.0,0.0,88.3827026839,695.08,0.0,0.3778830426,-0.3800062886,0.1351647622
s182,7.3333333333,0.1,0,-9.3766774166,-0.006,6,0.0,11.6,-0.0125,0,-11.5948383461,-0.011,5,-3.625,0.9772727273,-0.8833017086,0.2222222222,3.2960227647,1.0,333.0,0.7777777778,0.0,0.4666666667,823.0,787.5,0.0,-5.0909090909,42,149.4754921859,176.1900368296,,,,,,,,,,,0.25,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s182', 'Incorrect number of trials in small condition for worker_id:s182', 'Incorrect number of trials in medium condition for worker_id:s182', 'Incorrect number of trials in large condition for worker_id:s182']",3,333.0,0.0,45.2493015279,802.48,0.0,0.0514527976,0.2828805218,-0.0109843869
s184,14.1666666667,0.1,2,-4.3547481159,-0.016,6,-4.5,15.6,0.125,0,-3.0710978849,-0.005,5,-2.0,0.9886363636000001,-0.5741594819,0.0833333333,3.9143072180000003,1.0,348.0,0.9166666667000001,0.0,0.4222222222,824.0,914.0,0.0,154.625,38,301.6484923624,273.3969953085,,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s184', 'Incorrect number of trials in small condition for worker_id:s184', 'Incorrect number of trials in medium condition for worker_id:s184', 'Incorrect number of trials in large condition for worker_id:s184']",3,272.5,0.0,221.1578560605,676.16,0.0,-0.4304677394,-0.7413930269,-0.6822275614000001
s187,10.6666666667,0.23,0,-19.6150669691,0.0012000000000000001,6,1.38,8.5555555556,0.15,0,-28.3558296198,-0.009000000000000001,9,0.1666666667,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,418.5,0.875,0.0,0.35227272730000003,995.0,1102.0,0.022222222200000002,-333.75,31,786.2716827788,648.1830031047,,,,,,,,,,,0.5,0.9997499962,0.9984583584000001,0.9997499962,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0158414076,0.8571428571,1,1.0,1.0,0.7142857143,1.0,0.5,0.6666666667000001,"['Incorrect number of total trials for worker_id:s187', 'Incorrect number of trials in small condition for worker_id:s187', 'Incorrect number of trials in medium condition for worker_id:s187', 'Incorrect number of trials in large condition for worker_id:s187']",1,374.5,0.0,177.8400595225,629.43,0.0,-0.5631668619,0.1066065322,-0.4377794129
s190,13.8333333333,-2.2204460489999999e-16,0,-16.570363235,-0.012,6,3.5,15.2,0.4,0,-4.8039658363,-0.012,5,3.0,1.0,0.0,0.0,5.0626261818,1.0,323.0,1.0,0.0,0.34831460670000003,1238.0,1164.5,0.011111111100000001,-107.8571428571,31,350.6203013217,456.1405547489,,,,,,,,,,,0.625,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s190', 'Incorrect number of trials in small condition for worker_id:s190', 'Incorrect number of trials in medium condition for worker_id:s190', 'Incorrect number of trials in large condition for worker_id:s190']",1,296.5,0.0,36.5517229348,231.12,0.0,-0.5162558264,0.1106149802,-0.7917088628000001
s192,8.1666666667,2.2204460489999999e-16,0,-7.2972358749,-0.002,6,-2.5,8.3333333333,0.09285714290000001,0,-6.5737497045,-0.0011428571,6,-2.2142857143,0.9886363636000001,-0.5741594819,0.0833333333,3.9143072180000003,1.0,370.0,0.9166666667000001,0.0,0.4222222222,975.5,960.5,0.0,14.2,38,204.935246339,221.9310858414,,,,,,,,,,,0.6666666667000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s192', 'Incorrect number of trials in small condition for worker_id:s192', 'Incorrect number of trials in medium condition for worker_id:s192', 'Incorrect number of trials in large condition for worker_id:s192']",3,316.0,0.0,50.1638070636,654.74,0.0,0.7635580164,-1.0416820744,0.1920087691
s196,12.3333333333,0.1666666667,0,-7.7596879144,-0.012,6,1.6666666667,1.0,-3.6429193e-17,0,224.1644794094,-5.2041704280000005e-18,7,-1.665334537e-16,0.9772727273,-1.2656565454,0.5,2.5313130909,1.0,353.0,0.5,0.0,0.29885057470000004,554.0,489.0,0.033333333300000004,21.0,26,428.1871499527,207.7974752262,,,,,,,,,,,0.5,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s196', 'Incorrect number of trials in small condition for worker_id:s196', 'Incorrect number of trials in medium condition for worker_id:s196', 'Incorrect number of trials in large condition for worker_id:s196']",0,463.0,0.0,318.6072208322,,,,,
s198,11.3333333333,0.05,0,-7.2972358749,-0.006,6,-3.5,12.0,0.05,0,117.3772588635,-0.01,4,-4.5,0.9431818182,-0.5529872957,0.25,2.4549540919,0.9625,379.0,0.75,0.0375,0.6222222222,1348.0,1482.5,0.0,-77.3846153846,56,293.4808512747,335.6256256695,,,,,,,,,,,0.4,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s198', 'Incorrect number of trials in small condition for worker_id:s198', 'Incorrect number of trials in medium condition for worker_id:s198', 'Incorrect number of trials in large condition for worker_id:s198']",2,314.5,0.0,41.4991902096,704.53,0.0,-0.5012626252,-0.35250664740000004,-0.7080287108000001
s205,3.1666666667,0.08750000000000001,0,-7.7056323979,0.0042222147,6,-0.875,6.8333333333,0.2714285714,2,-5.6183885111,0.0005714286,6,-2.2142857143,0.9545454545000001,-1.1389829939,0.4,2.784660194,1.0,316.5,0.6000000000000001,0.0,0.5,1274.0,1305.0,0.0,45.1666666667,45,264.9866167766,363.6838967671,,,,,,,,,,,0.4,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s205', 'Incorrect number of trials in small condition for worker_id:s205', 'Incorrect number of trials in medium condition for worker_id:s205', 'Incorrect number of trials in large condition for worker_id:s205']",1,288.0,0.0,35.0531500523,565.02,0.0,0.3633871279,0.6686871953,0.7870743447
s206,17.0,-3.885780586e-16,1,-7.2972358749,-0.002,6,-5.5,11.5,0.0357142857,1,-5.9717376181,0.0022857143,6,-3.4285714286,0.8977272727000001,-0.6330456116000001,0.4285714286,1.6261159627000001,0.9259259259,330.0,0.5714285714,0.0740740741,0.6111111111,765.0,743.0,0.0,0.9230769231,55,221.8902009541,229.7066927756,,,,,,,,,,,0.6666666667000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s206', 'Incorrect number of trials in small condition for worker_id:s206', 'Incorrect number of trials in medium condition for worker_id:s206', 'Incorrect number of trials in large condition for worker_id:s206']",3,356.0,0.0,251.5367292734,462.78,0.0,-0.4994999739,0.43725004300000003,-0.4093994543
s207,5.3333333333,-0.075,0,-11.1261162726,-0.014,6,-0.25,11.0,0.24285714290000002,0,-13.9361546778,-0.0011428571,6,-1.3571428571,1.0,0.0,0.0,5.0626261818,1.0,320.5,1.0,0.0,0.5,748.0,801.0,0.0,-105.0,45,176.612513141,186.4962100517,,,,,,,,,,,0.6666666667000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s207', 'Incorrect number of trials in small condition for worker_id:s207', 'Incorrect number of trials in medium condition for worker_id:s207', 'Incorrect number of trials in large condition for worker_id:s207']",2,284.0,0.0,29.6143659153,637.16,0.0,1.0862101055,-1.165349165,0.2840980791
s209,8.5,3.330669074e-16,0,-16.6791617689,-0.0045000000000000005,6,1.5,14.1428571429,0.0785714286,0,-13.9631865983,0.009285714300000001,7,-1.7142857142999999,0.9545454545000001,-1.3556627303,0.5714285714,2.3513007211,1.0,361.0,0.4285714286,0.0,0.4222222222,696.0,757.0,0.0,-37.5,38,170.8113264573,175.0216060784,,,,,,,,,,,0.33333333330000003,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s209', 'Incorrect number of trials in small condition for worker_id:s209', 'Incorrect number of trials in medium condition for worker_id:s209', 'Incorrect number of trials in large condition for worker_id:s209']",0,307.0,0.0,84.3456151086,698.37,0.0,-0.0352665692,-0.8108733748,-0.262268537
s212,20.8333333333,-0.25,1,154.1941161138,0.0,6,0.0,20.0,0.9950169551,3,173.5619020011,0.0398006782,6,-9.9501695509,0.9772727273,-1.0502928958,0.33333333330000003,2.9620403902,1.0,359.0,0.6666666667000001,0.0,0.48888888890000004,867.5,810.5,0.0,18.5,44,215.2795223129,367.7892302317,,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s212', 'Incorrect number of trials in small condition for worker_id:s212', 'Incorrect number of trials in medium condition for worker_id:s212', 'Incorrect number of trials in large condition for worker_id:s212']",3,337.5,0.0,48.9269493499,598.87,0.0,0.1268412937,-0.026811668400000002,0.0086567343
s216,16.0,-0.1571428571,0,-12.9454296172,-0.0274285714,6,-5.7857142857,13.0,-0.28,0,-14.5786582463,-0.0068000000000000005,7,-3.3,0.9886363636000001,0.14255777760000002,0.0,4.7775106265,0.9876543210000001,366.5,1.0,0.012345679,0.3555555556,596.5,700.5,0.0,-10.4444444444,32,199.3483916414,271.0349035369,,,,,,,,,,,0.6666666667000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s216', 'Incorrect number of trials in small condition for worker_id:s216', 'Incorrect number of trials in medium condition for worker_id:s216', 'Incorrect number of trials in large condition for worker_id:s216']",2,349.0,0.0,105.0372960924,640.74,0.0,-0.3591798758,0.13028862060000002,-0.494201243
s218,10.8333333333,0.3357142857,2,-5.6183885111,-0.0151428571,6,1.2857142857000001,13.1666666667,0.025,0,-12.9697869905,-0.004,6,-1.75,1.0,0.0,0.0,5.0626261818,1.0,310.0,1.0,0.0,0.3181818182,812.5,1012.5,0.022222222200000002,-63.3,28,267.7162751277,366.9956091272,,,,,,,,,,,0.6666666667000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s218', 'Incorrect number of trials in small condition for worker_id:s218', 'Incorrect number of trials in medium condition for worker_id:s218', 'Incorrect number of trials in large condition for worker_id:s218']",2,296.0,0.0,70.1372156454,760.8469387755,0.02,0.0354175097,0.6963310662000001,0.3935569377
s226,10.5,-0.0357142857,0,-8.7865465338,-0.017714285700000002,6,-2.2142857143,12.1428571429,-0.12916666670000002,0,-13.0209318631,0.005,7,-0.75,0.9886363636000001,-0.8448459287000001,0.2,3.3729343245,1.0,303.0,0.8,0.0,0.3111111111,842.0,890.0,0.0,9.1428571429,28,182.3651890283,209.6550773396,,,,,,,,,,,0.7000000000000001,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s226', 'Incorrect number of trials in small condition for worker_id:s226', 'Incorrect number of trials in medium condition for worker_id:s226', 'Incorrect number of trials in large condition for worker_id:s226']",0,271.0,0.0,35.8651258833,,,,,
s233,8.3333333333,-0.0625,0,-15.2543197606,-0.021,6,-2.875,11.1428571429,0.0175,0,-15.5805703746,0.001,7,-2.075,0.9659090909,-1.2656565454,0.5,2.5313130909,1.0,283.5,0.5,0.0,0.5444444444000001,950.0,1077.0,0.0,-45.7857142857,49,245.4079936215,362.8525737044,,,,,,,,,,,0.6000000000000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,0.8571428571,1.0,1.0,0.6666666667000001,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,0.8571428571,1,1.0,0.6666666667000001,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s233', 'Incorrect number of trials in small condition for worker_id:s233', 'Incorrect number of trials in medium condition for worker_id:s233', 'Incorrect number of trials in large condition for worker_id:s233']",2,320.0,0.0,45.7310151516,969.26,0.0,-0.8169237294,1.0445122511,-0.5715140843000001
s237,8.3333333333,0.125,1,-3.1383527915,0.002,6,-2.5,11.6666666667,0.225,1,-3.1383527915,0.001,6,4.440892099e-16,0.9545454545000001,-1.195801396,0.4444444444,2.6710233898,1.0,336.0,0.5555555556,0.0,0.2921348315,661.0,554.0,0.011111111100000001,9.2,26,229.7291783484,252.6737026285,,,,,,,,,,,0.625,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s237', 'Incorrect number of trials in small condition for worker_id:s237', 'Incorrect number of trials in medium condition for worker_id:s237', 'Incorrect number of trials in large condition for worker_id:s237']",2,338.0,0.0,54.6849244974,525.0,0.02,-0.9590741479,0.0007541868000000001,-0.9424677358
s238,2.6666666667000003,0.05,3,198.4300481433,0.002,6,-0.5,5.0,0.1,0,-18.260392058,-0.007,8,-2.0,0.9659090909,-0.6590710134000001,0.1818181818,3.1350577638,0.9870129870000001,490.0,0.8181818182,0.012987013,0.48888888890000004,818.0,820.5,0.0,48.1666666667,44,141.3681618617,199.5997359451,,,,,,,,,,,0.375,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s238', 'Incorrect number of trials in small condition for worker_id:s238', 'Incorrect number of trials in medium condition for worker_id:s238', 'Incorrect number of trials in large condition for worker_id:s238']",0,404.0,0.0,51.7072952418,643.13,0.0,-0.3838565185,0.1128209656,-0.4957565693
s244,2.6666666667000003,0.2887788779,0,-5.6802463727,-0.0013333333,6,0.25,2.375,0.0076923077000000005,0,-12.7627937641,-0.0032307692,8,-1.0769230769,0.9772727273,-0.9826821345000001,0.2857142857,3.0972619128,1.0,378.0,0.7142857143,0.0,0.4555555556,848.0,781.0,0.0,63.9,41,314.9838691185,244.8469968587,,,,,,,,,,,0.30000000000000004,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9908840670000001,0.7142857143,0.5,1.0,0.6666666667000001,0.1265219767,0.25,0.0149233694,0.0014687276,0.7142857143,1,1.0,0.6666666667000001,0.2857142857,0.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s244', 'Incorrect number of trials in small condition for worker_id:s244', 'Incorrect number of trials in medium condition for worker_id:s244', 'Incorrect number of trials in large condition for worker_id:s244']",1,338.5,0.0,42.0969973217,656.59375,0.04,0.3130306929,0.1804604374,0.5480476590000001
s254,6.1666666667,-4.2099570359999994e-16,1,-1.9219574672,-0.0033333333,6,-2.6666666667000003,10.25,0.15,0,116.0690659907,-0.004,4,-3.5,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,360.0,0.8888888889000001,0.0,0.6222222222,947.0,1016.5,0.0,258.3333333333,56,212.5110898558,306.966308602,,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s254', 'Incorrect number of trials in small condition for worker_id:s254', 'Incorrect number of trials in medium condition for worker_id:s254', 'Incorrect number of trials in large condition for worker_id:s254']",2,323.5,0.0,62.4153936587,684.8125,0.04,-1.0618560157,1.2701753352,-0.8532115156000001
s259,11.3333333333,0.75,0,-11.1607987398,-0.001,6,-5.0,14.2857142857,-0.2666666667,0,-19.7189870012,-0.0106666667,7,-0.8333333333,0.9431818182,-0.6101033697,0.2857142857,2.3521043832,0.9629629630000001,409.5,0.7142857143,0.037037037,0.3620689655,132.0,287.0,0.3555555556,-31.5714285714,21,452.7192970316,372.8962370467,,,,,,,,,,,0.625,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s259', 'Incorrect number of trials in small condition for worker_id:s259', 'Incorrect number of trials in medium condition for worker_id:s259', 'Incorrect number of trials in large condition for worker_id:s259']",1,440.0,0.0,146.2201544604,,,,,
s262,10.6666666667,-0.025,0,-15.8188540273,-0.022,6,4.75,8.9,0.17,0,-34.2260512582,-0.0036000000000000003,10,0.7000000000000001,0.9772727273,-0.8114276112000001,0.1818181818,3.4397709594,1.0,443.0,0.8181818182,0.0,0.36666666670000003,871.0,882.0,0.0,180.8333333333,33,246.4470600537,221.0529200977,,,,,,,,,,,0.30000000000000004,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s262', 'Incorrect number of trials in small condition for worker_id:s262', 'Incorrect number of trials in medium condition for worker_id:s262', 'Incorrect number of trials in large condition for worker_id:s262']",1,456.5,0.0,107.0869151525,856.6632653061,0.02,0.5202226202,0.4181625761,1.0065255613
s265,10.3333333333,0.05,0,-10.5930727409,0.004,6,-3.5,7.0,-0.0375,1,-6.6743177806,-3.4694469520000006e-18,6,-2.875,0.9772727273,-0.9826821345000001,0.2857142857,3.0972619128,1.0,351.0,0.7142857143,0.0,0.3953488372,512.5,496.5,0.044444444400000005,6.0,34,216.2744777652,239.8802428714,,,,,,,,,,,0.625,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s265', 'Incorrect number of trials in small condition for worker_id:s265', 'Incorrect number of trials in medium condition for worker_id:s265', 'Incorrect number of trials in large condition for worker_id:s265']",0,341.0,0.026315789500000002,133.9562868505,510.4444444444,0.28,-0.2249537097,-0.2543863174,-0.4727816245
