,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s005,12.1666666667,0.3285714286,1,-9.0366913607,-0.0242857143,6,-3.5714285714000003,10.4444444444,0.6333333333,2,-21.3695566804,-0.0275,9,-3.125,0.9886363636000001,0.1332928356,0.0,4.7960405106,0.9882352941,361.5,1.0,0.0117647059,0.3076923077,660.5,802.5,0.1333333333,-120.8,24,199.6234861731,255.0896534687,,,,,,,,,,0.6666666667000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s005', 'Incorrect number of trials in small condition for worker_id:s005', 'Incorrect number of trials in medium condition for worker_id:s005', 'Incorrect number of trials in large condition for worker_id:s005']",3,267.0,0.0,99.1622088801,862.7448979592,0.02,-0.3208017587,-0.0760665023,-0.33347390590000003
s007,11.5,0.0857142857,0,-7.6978300528,0.0045714286,6,1.9285714286000002,16.0,0.25,1,-1.0589112499,-0.006,6,1.25,0.9545454545000001,-1.2656565454,0.5,2.5313130909,1.0,349.5,0.5,0.0,0.4090909091,1374.0,1457.0,0.022222222200000002,109.0,36,472.7906102188,534.6859395211,,,,,,,,,,0.8,0.932596148,0.9368117971000001,0.9591600679000001,0.932596148,0.8571428571,1.0,1.0,0.6666666667000001,0.034107706200000004,0.0399243052,0.0149233694,0.056120869000000004,0.8571428571,1,1.0,0.6666666667000001,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s007', 'Incorrect number of trials in small condition for worker_id:s007', 'Incorrect number of trials in medium condition for worker_id:s007', 'Incorrect number of trials in large condition for worker_id:s007']",2,367.5,0.0,35.5924157216,,,,,
s009,11.6666666667,0.1875,0,-17.3622598725,0.07666544,6,-5.625,19.5,0.006789028900000001,0,62.7879615355,0.1697257232,2,-11.5,1.0,0.0,0.0,5.0626261818,1.0,294.0,1.0,0.0,0.5444444444000001,688.0,700.0,0.0,-182.2307692308,49,265.0194833038,200.0737425027,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s009', 'Incorrect number of trials in small condition for worker_id:s009', 'Incorrect number of trials in medium condition for worker_id:s009', 'Incorrect number of trials in large condition for worker_id:s009']",1,245.0,0.0,60.4566842339,616.69,0.0,0.0127292503,-0.0274861573,-0.1060050444
s011,8.1666666667,0.0571428571,0,-11.9941417442,-0.0122857143,6,0.2857142857,9.3333333333,0.033333333300000004,0,-10.2397236339,-0.007333333300000001,6,-4.1666666667,0.9886363636000001,-0.7318712835000001,0.1428571429,3.5988836148,1.0,323.0,0.8571428571,0.0,0.4382022472,745.0,916.5,0.011111111100000001,-53.5,39,188.1258444056,237.2257170214,,,,,,,,,,1.0,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s011', 'Incorrect number of trials in small condition for worker_id:s011', 'Incorrect number of trials in medium condition for worker_id:s011', 'Incorrect number of trials in large condition for worker_id:s011']",3,331.0,0.0,64.31412951,485.69,0.0,-0.5505980622000001,-0.2088615372,-0.6150163299
s012,12.0,0.3857142857,0,-19.2681536464,-0.029142857100000003,6,-7.7142857143,4.5,8.187894806999999e-16,0,-14.7519558243,-0.018000000000000002,6,-3.0,0.9772727273,-0.7069838609,0.2,3.097210189,0.9879518072000001,318.5,0.8,0.012048192800000001,0.5444444444000001,748.0,902.0,0.0,-52.8,49,249.7827678653,332.245721586,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s012', 'Incorrect number of trials in small condition for worker_id:s012', 'Incorrect number of trials in medium condition for worker_id:s012', 'Incorrect number of trials in large condition for worker_id:s012']",2,291.0,0.0,56.5360193096,688.05,0.0,0.7821932043000001,0.16423979160000002,0.8949611184
s014,9.0,-0.033333333300000004,0,-10.6752696635,-0.003,6,0.0,2.5,0.0571428571,0,-1.4595054277,-0.0048571429,6,0.1428571429,0.9886363636000001,0.1498536278,0.0,4.7629189262,0.9871794872,307.0,1.0,0.012820512800000001,0.3372093023,657.0,481.0,0.044444444400000005,,29,325.9154027561,266.7437662666,,,,,,,,,,0.4,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s014', 'Incorrect number of trials in small condition for worker_id:s014', 'Incorrect number of trials in medium condition for worker_id:s014', 'Incorrect number of trials in large condition for worker_id:s014']",0,327.5,0.0,107.1895066094,,,,,
s015,16.6666666667,1.127570259e-16,1,166.5322105358,-4.3368086899999995e-16,6,-5.0,8.8571428571,0.1357142857,1,-8.8535149736,-0.0002857143,7,-6.9285714286,0.9659090909,-1.0502928958,0.33333333330000003,2.9620403902,1.0,310.0,0.6666666667000001,0.0,0.4333333333,867.0,913.0,0.0,57.8571428571,39,288.8551206085,320.1701312446,,,,,,,,,,0.75,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s015', 'Incorrect number of trials in small condition for worker_id:s015', 'Incorrect number of trials in medium condition for worker_id:s015', 'Incorrect number of trials in large condition for worker_id:s015']",2,286.0,0.0,46.9901778424,672.0,0.02,-0.5675812973000001,-0.0047440225,-0.5750062304
s017,5.3333333333,2.2204460489999999e-16,0,-8.1602820923,-0.004,6,0.0,17.5,0.7483370288000001,0,61.6248107257,-0.01,2,0.024944567600000002,1.0,0.0,0.0,5.0626261818,1.0,321.0,1.0,0.0,0.5666666667,902.0,1007.0,0.0,113.25,51,268.9362618562,311.693775117,,,,,,,,,,0.625,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s017', 'Incorrect number of trials in small condition for worker_id:s017', 'Incorrect number of trials in medium condition for worker_id:s017', 'Incorrect number of trials in large condition for worker_id:s017']",1,358.0,0.0,63.5656491326,722.31,0.0,0.37694475850000003,0.276066488,0.38603377310000003
s026,10.0,2.2204460489999999e-16,0,183.2315133863,-2.7755575620000004e-17,6,4.440892099e-16,6.1666666667,-0.0142857143,0,-1.4595054277,0.0002857143,6,0.2142857143,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,306.0,0.8888888889000001,0.0,0.40449438200000004,740.0,693.0,0.011111111100000001,10.0909090909,36,226.0192785709,231.0335960339,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s026', 'Incorrect number of trials in small condition for worker_id:s026', 'Incorrect number of trials in medium condition for worker_id:s026', 'Incorrect number of trials in large condition for worker_id:s026']",1,297.0,0.0,60.1367159797,619.91,0.0,-0.6340686787,0.050099563,-0.5549686957000001
s027,6.6666666667,-0.5,3,164.3421122583,-0.02,6,5.0,11.4,0.4570840682,1,-11.0677806788,0.008,5,-0.179159318,0.9772727273,-1.0502928958,0.33333333330000003,2.9620403902,1.0,331.0,0.6666666667000001,0.0,0.4,1075.5,1081.0,0.0,-103.0833333333,36,299.3309086231,336.485851355,,,,,,,,,,0.75,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s027', 'Incorrect number of trials in small condition for worker_id:s027', 'Incorrect number of trials in medium condition for worker_id:s027', 'Incorrect number of trials in large condition for worker_id:s027']",3,269.5,0.0,50.9347405526,,,,,
s028,16.8333333333,-0.125,1,-5.6802463727,0.005,6,-5.0,21.0,-0.2,0,-18.587826338,-0.011,7,-4.25,1.0,0.0,0.0,5.0626261818,1.0,354.0,1.0,0.0,0.4444444444,897.5,988.5,0.0,70.75,40,265.2687799969,296.7151427183,,,,,,,,,,1.0,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s028', 'Incorrect number of trials in small condition for worker_id:s028', 'Incorrect number of trials in medium condition for worker_id:s028', 'Incorrect number of trials in large condition for worker_id:s028']",1,339.0,0.0,61.7485839875,856.7857142857,0.02,0.1295650008,0.08795974420000001,0.2614572565
s032,6.6666666667,0.05,0,-13.0535133549,-0.006500000000000001,6,-3.125,2.6666666667000003,0.39603960400000005,0,82.9409819257,0.002,3,-1.5,0.9772727273,-0.8114276112000001,0.1818181818,3.4397709594,1.0,310.0,0.8181818182,0.0,0.3636363636,738.5,683.0,0.022222222200000002,-54.2,32,191.2418852379,233.0597207618,0.5,0.5,0.0,750.0,1.0,1.0,25.0,0.0027581642,100.0,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s032', 'Incorrect number of trials in small condition for worker_id:s032', 'Incorrect number of trials in medium condition for worker_id:s032', 'Incorrect number of trials in large condition for worker_id:s032']",0,245.0,0.0,12.2869033654,624.67,0.0,0.1211178039,-0.0070894611000000005,0.1278731495
s034,23.6666666667,0.1857142857,1,-5.6183885111,0.0022857143,6,-4.7142857143,16.25,-0.0357142857,1,-16.4433709689,-0.0057142857,8,-3.9285714286,1.0,0.0,0.0,5.0626261818,1.0,345.0,1.0,0.0,0.5555555556,650.0,653.0,0.0,120.0,50,227.72971448,228.1869397822,,,,,,,,,,0.8333333333,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s034', 'Incorrect number of trials in small condition for worker_id:s034', 'Incorrect number of trials in medium condition for worker_id:s034', 'Incorrect number of trials in large condition for worker_id:s034']",2,315.5,0.0,51.0607258472,689.79,0.0,-0.47469994260000004,0.058649396400000005,-0.45968239120000004
s042,16.6666666667,-0.25,2,-3.1383527915,0.009000000000000001,6,-2.75,24.4,-1.4096086797,3,-2.0574351147,0.0497176805,5,13.4294201307,0.9772727273,-1.0502928958,0.33333333330000003,2.9620403902,1.0,366.5,0.6666666667000001,0.0,0.4444444444,743.0,799.0,0.0,-21.7142857143,40,192.9030578907,157.4279245514,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s042', 'Incorrect number of trials in small condition for worker_id:s042', 'Incorrect number of trials in medium condition for worker_id:s042', 'Incorrect number of trials in large condition for worker_id:s042']",3,316.0,0.0,103.5766529875,760.61,0.0,0.4111481235,-0.1129860533,0.3356134054
s049,15.8333333333,-0.1375,0,-16.0707501677,-0.0015,6,-3.625,21.2857142857,-0.105,0,-17.9488574141,-0.0033,7,-3.575,0.9772727273,-0.8833017086,0.2222222222,3.2960227647,1.0,338.0,0.7777777778,0.0,0.3370786517,886.0,885.0,0.011111111100000001,29.5555555556,30,204.549915219,249.2154774063,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s049', 'Incorrect number of trials in small condition for worker_id:s049', 'Incorrect number of trials in medium condition for worker_id:s049', 'Incorrect number of trials in large condition for worker_id:s049']",0,411.0,0.0,85.4236409624,,,,,
s060,3.3333333333,0.25,2,177.6679894294,-8.933825901000001e-17,6,-2.5,8.75,0.1,0,-1.5168710495000002,-0.009000000000000001,4,5.375,0.9886363636000001,-0.6248807627,0.1,3.8128646564,1.0,328.5,0.9,0.0,0.3888888889,1365.0,1456.0,0.0,19.7,35,331.8006564645,441.9417934769,,,,,,,,,,0.6666666667000001,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s060', 'Incorrect number of trials in small condition for worker_id:s060', 'Incorrect number of trials in medium condition for worker_id:s060', 'Incorrect number of trials in large condition for worker_id:s060']",3,310.5,0.0,24.2937950504,801.89,0.0,0.14909815340000002,-0.030392795900000002,0.16830043790000002
s062,6.6666666667,0.35000000000000003,0,-11.8094680652,-0.008,6,-2.0,12.0,0.1714285714,0,-14.9246186675,-0.0017142857,7,0.0714285714,1.0,0.0,0.0,5.0626261818,1.0,336.0,1.0,0.0,0.4444444444,863.5,877.5,0.0,5.875,40,155.9331217591,201.7550788375,,,,,,,,,,0.625,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s062', 'Incorrect number of trials in small condition for worker_id:s062', 'Incorrect number of trials in medium condition for worker_id:s062', 'Incorrect number of trials in large condition for worker_id:s062']",3,,,,900.4479166667,0.04,0.340781217,0.023335800900000002,0.3159546865
s063,15.1666666667,-0.2357142857,1,-7.6978300528,-0.0111428571,6,-4.4285714286,10.5714285714,4.1633363419999997e-16,2,180.6407558074,-0.008,7,-3.0,0.9659090909,-0.8974985868,0.2307692308,3.2676290083,1.0,352.0,0.7692307692,0.0,0.2441860465,733.0,787.0,0.044444444400000005,681.0,21,774.0259347199,632.7711671687,0.5,0.5,0.0,750.0,0.9687500000000001,1.0,20.0,0.0018763486000000001,100.0,1.0,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s063', 'Incorrect number of trials in small condition for worker_id:s063', 'Incorrect number of trials in medium condition for worker_id:s063', 'Incorrect number of trials in large condition for worker_id:s063']",2,390.0,0.0,44.1083061821,647.08,0.0,-0.25771781,0.30329189830000003,-0.2820492207
s065,6.3333333333,-0.02,1,-5.4114098966,0.0012000000000000001,6,-3.3333333333,8.0,-0.2640264026,0,-10.4100013611,0.058665728,4,-0.026402640300000002,0.9886363636000001,-0.7318712835000001,0.1428571429,3.5988836148,1.0,273.0,0.8571428571,0.0,0.2666666667,561.5,675.0,0.0,,24,241.4025443234,629.1396789778,,,,,,,,,,1.0,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s065', 'Incorrect number of trials in small condition for worker_id:s065', 'Incorrect number of trials in medium condition for worker_id:s065', 'Incorrect number of trials in large condition for worker_id:s065']",0,316.0,0.0,74.0454715931,,,,,
s066,8.8333333333,-0.0428571429,0,-6.5737497045,0.0091428571,6,-1.3571428571,7.6666666667,0.0625,0,-1.0589112499,-0.0005,6,-0.875,1.0,0.0,0.0,5.0626261818,1.0,353.0,1.0,0.0,0.3111111111,587.0,574.0,0.0,80.2,28,240.3908633783,201.3958455898,,,,,,,,,,0.6666666667000001,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s066', 'Incorrect number of trials in small condition for worker_id:s066', 'Incorrect number of trials in medium condition for worker_id:s066', 'Incorrect number of trials in large condition for worker_id:s066']",0,371.5,0.0,128.9101625716,646.32,0.0,0.45121672890000003,0.1865866061,0.4114521658
s071,9.5,0.0125,0,-5.5711434402,-0.001,6,-1.75,6.25,0.1416666667,0,-17.0997750116,-0.0013333333,8,-0.9166666667000001,0.9431818182,-0.6101033697,0.2857142857,2.3521043832,0.9629629630000001,476.0,0.7142857143,0.037037037,0.3555555556,836.5,928.0,0.0,189.1428571429,32,237.4350823842,202.0750131753,,,,,,,,,,0.375,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s071', 'Incorrect number of trials in small condition for worker_id:s071', 'Incorrect number of trials in medium condition for worker_id:s071', 'Incorrect number of trials in large condition for worker_id:s071']",2,428.0,0.0,117.0362705327,601.9,0.0,-0.1518119932,0.0637876102,-0.2219627087
s081,12.6666666667,-0.075,0,-13.3750944451,-0.002,6,-4.25,16.0,-0.10416666670000001,0,-16.6097902102,0.0008333333,7,-4.5416666667,1.0,0.0,0.0,5.0626261818,1.0,335.0,1.0,0.0,0.3977272727,1182.0,1303.0,0.022222222200000002,-37.3,35,393.1291125822,434.8468684308,,,,,,,,,,0.6666666667000001,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s081', 'Incorrect number of trials in small condition for worker_id:s081', 'Incorrect number of trials in medium condition for worker_id:s081', 'Incorrect number of trials in large condition for worker_id:s081']",2,379.5,0.0,73.4426359013,764.23,0.0,-0.3110965242,-0.1484126918,-0.10903653860000001
s082,5.8333333333,0.025,0,-5.2177943332,-0.001,6,-1.25,3.6666666667000003,0.05,0,-9.3766774166,-0.01,6,-0.5,1.0,0.0,0.0,5.0626261818,1.0,324.0,1.0,0.0,0.5222222222,861.0,935.0,0.0,55.4166666667,47,181.3313927745,175.5371884827,,,,,,,,,,0.625,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s082', 'Incorrect number of trials in small condition for worker_id:s082', 'Incorrect number of trials in medium condition for worker_id:s082', 'Incorrect number of trials in large condition for worker_id:s082']",3,246.0,0.0,66.234614682,613.26,0.0,-0.2428398132,-0.1326273004,-0.3839235615
s083,15.0,1.110223025e-16,1,-5.2177943332,-0.004,6,-3.0,16.8,0.15,0,-1.3382299335,-0.015,5,-5.0,0.9886363636000001,-0.5980676774,0.0909090909,3.866490827,1.0,387.0,0.9090909091,0.0,0.4666666667,886.0,790.5,0.0,22.7777777778,42,202.9435822118,263.1348621406,,,,,,,,,,0.4,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s083', 'Incorrect number of trials in small condition for worker_id:s083', 'Incorrect number of trials in medium condition for worker_id:s083', 'Incorrect number of trials in large condition for worker_id:s083']",1,375.0,0.0,45.5022313554,769.8,0.0,0.07667131070000001,-0.0440887456,0.013646631800000001
s084,3.3333333333,-0.05,2,174.3758013514,-0.006,6,0.0,9.5,0.15,0,-7.7596879144,-0.0113333333,6,1.1666666667,0.9545454545000001,-1.195801396,0.4444444444,2.6710233898,1.0,301.0,0.5555555556,0.0,0.46590909090000004,744.0,809.0,0.022222222200000002,-69.8461538462,41,175.6892871229,201.2114834063,,,,,,,,,,0.4,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s084', 'Incorrect number of trials in small condition for worker_id:s084', 'Incorrect number of trials in medium condition for worker_id:s084', 'Incorrect number of trials in large condition for worker_id:s084']",1,309.5,0.0,73.3280398107,676.14,0.0,0.6013220476000001,0.2328787253,0.7590735855
s085,7.8333333333,0.021428571400000002,2,0.6199361139,-0.0054285714,6,-1.7142857142999999,9.6,-0.1,0,-6.5368337877,-0.002,5,-1.5,1.0,0.0,0.0,5.0626261818,1.0,368.0,1.0,0.0,0.5222222222,717.0,780.0,0.0,-34.5833333333,47,158.8604802143,271.3751862171,,,,,,,,,,0.875,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s085', 'Incorrect number of trials in small condition for worker_id:s085', 'Incorrect number of trials in medium condition for worker_id:s085', 'Incorrect number of trials in large condition for worker_id:s085']",0,319.5,0.0,40.4664833302,572.65,0.0,0.7282941751,0.21273377370000002,0.8504583506000001
s086,10.6666666667,0.1083333333,1,-3.600804831,0.0023333333,6,-5.9166666667,8.0,-4.440892099e-16,0,123.2379369001,-0.004,4,-1.0,0.9886363636000001,0.1355620498,0.0,4.7915020822,0.9880952381,366.0,1.0,0.0119047619,0.5568181818,1126.0,1536.0,0.022222222200000002,30.2222222222,49,408.1230952597,478.6853425999,,,,,,,,,,0.625,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s086', 'Incorrect number of trials in small condition for worker_id:s086', 'Incorrect number of trials in medium condition for worker_id:s086', 'Incorrect number of trials in large condition for worker_id:s086']",2,403.0,0.0,80.6065201786,,,,,
s089,16.6666666667,0.0,1,173.6999885958,-1.0451708939999999e-16,6,-5.0,13.3333333333,0.25,0,-16.0908171322,-0.005,6,-3.75,0.9886363636000001,-0.8448459287000001,0.2,3.3729343245,1.0,414.0,0.8,0.0,0.2696629213,940.5,893.0,0.011111111100000001,104.1666666667,24,219.2014120802,216.4527595467,,,,,,,,,,0.6666666667000001,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s089', 'Incorrect number of trials in small condition for worker_id:s089', 'Incorrect number of trials in medium condition for worker_id:s089', 'Incorrect number of trials in large condition for worker_id:s089']",3,445.5,0.0,83.1873453351,699.73,0.0,-0.20899666420000002,0.0124582712,-0.08036259650000001
s091,16.6666666667,-0.05,0,-10.9091542879,-0.002,6,-1.6666666667,21.6666666667,-0.05,1,-5.2177943332,0.006,6,-3.5,0.9886363636000001,-0.8448459287000001,0.2,3.3729343245,1.0,325.0,0.8,0.0,0.48888888890000004,750.5,786.5,0.0,-75.1818181818,44,139.4293015361,194.2801416253,,,,,,,,,,0.6000000000000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s091', 'Incorrect number of trials in small condition for worker_id:s091', 'Incorrect number of trials in medium condition for worker_id:s091', 'Incorrect number of trials in large condition for worker_id:s091']",3,274.0,0.0,67.813929384,589.94,0.0,0.2003933641,0.118719507,0.4529441253
